index,Year,Month,Region,County,Beneficiaries, Benefit Amounts (Dollars) 
5643,2011,7,Central New York,Cortland,600,500000
5644,2011,7,Southern Tier,Delaware,600,530000
5645,2011,7,Hudson Valley,Dutchess,3600,3500000
5646,2011,7,Western New York,Erie,14500,11640000
5647,2011,7,North Country,Essex,400,330000
5648,2011,7,North Country,Franklin,700,610000
5649,2011,7,Mohawk Valley,Fulton,900,700000
5650,2011,7,Finger Lakes,Genesee,900,700000
5651,2011,7,Capital,Greene,800,690000
5652,2011,7,North Country,Hamilton,0,30000
5653,2011,7,Mohawk Valley,Herkimer,900,700000
5654,2011,7,North Country,Jefferson,1600,1400000
5655,2011,7,New York City,Kings,37000,33810000
5656,2011,7,North Country,Lewis,400,390000
5657,2011,7,Finger Lakes,Livingston,900,750000
5658,2011,7,Central New York,Madison,800,670000
5659,2011,7,Finger Lakes,Monroe,10400,8860000
5660,2011,7,Mohawk Valley,Montgomery,1100,850000
5661,2011,7,Long Island,Nassau,16800,16710000
5662,2011,7,New York City,New York,21900,21540000
5663,2011,7,Western New York,Niagara,3900,2900000
5664,2011,7,Mohawk Valley,Oneida,3300,2630000
5665,2011,7,Central New York,Onondaga,6300,5460000
5666,2011,7,Finger Lakes,Ontario,1200,1020000
5667,2011,7,Hudson Valley,Orange,5000,4580000
5668,2011,7,Finger Lakes,Orleans,700,510000
5669,2011,7,Central New York,Oswego,2300,1970000
5670,2011,7,Mohawk Valley,Otsego,700,640000
5671,2011,7,Out-of-State Resident,Out-of-State,21400,24520000
5672,2011,7,Hudson Valley,Putnam,1400,1390000
5673,2011,7,New York City,Queens,28400,27080000
5674,2011,7,Capital,Rensselaer,2300,2010000
5675,2011,7,New York City,Richmond,6700,6270000
5676,2011,7,Hudson Valley,Rockland,3200,3120000
5677,2011,7,Capital,Saratoga,2400,2230000
5678,2011,7,Capital,Schenectady,2100,1860000
5679,2011,7,Mohawk Valley,Schoharie,500,410000
5680,2011,7,Southern Tier,Schuyler,300,210000
5681,2011,7,Finger Lakes,Seneca,400,330000
5682,2011,7,Southern Tier,Steuben,1300,1070000
5683,2011,7,North Country,St. Lawrence,1700,1440000
5684,2011,7,Long Island,Suffolk,23200,22500000
5685,2011,7,Hudson Valley,Sullivan,1100,920000
5686,2011,7,Southern Tier,Tioga,700,550000
5687,2011,7,Southern Tier,Tompkins,800,700000
5688,2011,7,Hudson Valley,Ulster,2900,2490000
5689,2011,7,Unknown Geography,Unknown,400,420000
5690,2011,7,Capital,Warren,900,710000
5691,2011,7,Capital,Washington,900,670000
5692,2011,7,Finger Lakes,Wayne,1600,1280000
5693,2011,7,Hudson Valley,Westchester,11400,10960000
5694,2011,7,Finger Lakes,Wyoming,600,410000
5695,2011,7,Finger Lakes,Yates,400,280000
5696,2011,6,Capital,Albany,3300,3120000
5697,2011,6,Western New York,Allegany,700,580000
5698,2011,6,New York City,Bronx,19400,17890000
5699,2011,6,Southern Tier,Broome,2800,2370000
5700,2011,6,Western New York,Cattaraugus,1400,1050000
5701,2011,6,Central New York,Cayuga,1200,900000
5702,2011,6,Western New York,Chautauqua,1500,1150000
5703,2011,6,Southern Tier,Chemung,900,740000
5704,2011,6,Southern Tier,Chenango,800,670000
5705,2011,6,North Country,Clinton,1500,1250000
5706,2011,6,Capital,Columbia,700,650000
5707,2011,6,Central New York,Cortland,600,520000
5708,2011,6,Southern Tier,Delaware,600,540000
5709,2011,6,Hudson Valley,Dutchess,3400,3590000
5710,2011,6,Western New York,Erie,12800,11160000
5711,2011,6,North Country,Essex,500,400000
5712,2011,6,North Country,Franklin,700,620000
5713,2011,6,Mohawk Valley,Fulton,800,720000
5714,2011,6,Finger Lakes,Genesee,800,690000
5715,2011,6,Capital,Greene,700,650000
5716,2011,6,North Country,Hamilton,0,40000
5717,2011,6,Mohawk Valley,Herkimer,900,800000
5718,2011,6,North Country,Jefferson,1500,1390000
5719,2011,6,New York City,Kings,31500,31370000
5720,2011,6,North Country,Lewis,500,440000
5721,2011,6,Finger Lakes,Livingston,800,690000
5722,2011,6,Central New York,Madison,800,760000
5723,2011,6,Finger Lakes,Monroe,8700,7990000
5724,2011,6,Mohawk Valley,Montgomery,1000,840000
5725,2011,6,Long Island,Nassau,14300,15550000
5726,2011,6,New York City,New York,20400,21410000
5727,2011,6,Western New York,Niagara,3200,2580000
5728,2011,6,Mohawk Valley,Oneida,3400,2860000
5729,2011,6,Central New York,Onondaga,5600,5150000
5730,2011,6,Finger Lakes,Ontario,1300,1120000
5731,2011,6,Hudson Valley,Orange,4000,4140000
5732,2011,6,Finger Lakes,Orleans,600,500000
5733,2011,6,Central New York,Oswego,2300,2120000
5734,2011,6,Mohawk Valley,Otsego,800,650000
5735,2011,6,Out-of-State Resident,Out-of-State,23400,28400000
5736,2011,6,Hudson Valley,Putnam,1200,1300000
5737,2011,6,New York City,Queens,25400,26590000
5738,2011,6,Capital,Rensselaer,2100,1920000
5739,2011,6,New York City,Richmond,5400,5650000
5740,2011,6,Hudson Valley,Rockland,2700,2740000
5741,2011,6,Capital,Saratoga,2300,2280000
5742,2011,6,Capital,Schenectady,1900,1870000
5743,2011,6,Mohawk Valley,Schoharie,500,420000
5744,2011,6,Southern Tier,Schuyler,200,210000
5745,2011,6,Finger Lakes,Seneca,400,350000
5746,2011,6,Southern Tier,Steuben,1400,1080000
5747,2011,6,North Country,St. Lawrence,1700,1510000
5748,2011,6,Long Island,Suffolk,18500,19400000
5749,2011,6,Hudson Valley,Sullivan,1000,930000
5750,2011,6,Southern Tier,Tioga,700,590000
5751,2011,6,Southern Tier,Tompkins,800,770000
5752,2011,6,Hudson Valley,Ulster,2500,2360000
5753,2011,6,Unknown Geography,Unknown,400,520000
5754,2011,6,Capital,Warren,1000,740000
5755,2011,6,Capital,Washington,900,700000
5756,2011,6,Finger Lakes,Wayne,1500,1310000
5757,2011,6,Hudson Valley,Westchester,9200,9900000
5758,2011,6,Finger Lakes,Wyoming,600,430000
5759,2011,6,Finger Lakes,Yates,300,300000
5760,2011,5,Capital,Albany,3500,3580000
5761,2011,5,Western New York,Allegany,900,740000
5762,2011,5,New York City,Bronx,20600,20770000
5763,2011,5,Southern Tier,Broome,3300,3020000
5764,2011,5,Western New York,Cattaraugus,1700,1430000
5765,2011,5,Central New York,Cayuga,1400,1230000
5766,2011,5,Western New York,Chautauqua,1900,1550000
5767,2011,5,Southern Tier,Chemung,1000,950000
5768,2011,5,Southern Tier,Chenango,900,860000
5769,2011,5,North Country,Clinton,1800,1590000
5770,2011,5,Capital,Columbia,700,790000
5771,2011,5,Central New York,Cortland,800,700000
5772,2011,5,Southern Tier,Delaware,600,640000
5773,2011,5,Hudson Valley,Dutchess,3600,4230000
5774,2011,5,Western New York,Erie,14600,13470000
5775,2011,5,North Country,Essex,700,630000
5776,2011,5,North Country,Franklin,900,880000
5777,2011,5,Mohawk Valley,Fulton,1100,1020000
5778,2011,5,Finger Lakes,Genesee,1100,930000
5779,2011,5,Capital,Greene,900,870000
5780,2011,5,North Country,Hamilton,200,110000
5781,2011,5,Mohawk Valley,Herkimer,1200,1170000
5782,2011,5,North Country,Jefferson,2000,2040000
5783,2011,5,New York City,Kings,34100,35630000
5784,2011,5,North Country,Lewis,600,650000
5785,2011,5,Finger Lakes,Livingston,1100,940000
5786,2011,5,Central New York,Madison,1000,1010000
5787,2011,5,Finger Lakes,Monroe,9600,9510000
5788,2011,5,Mohawk Valley,Montgomery,1200,1150000
5789,2011,5,Long Island,Nassau,15400,17200000
5790,2011,5,New York City,New York,20800,23060000
5791,2011,5,Western New York,Niagara,3900,3460000
5792,2011,5,Mohawk Valley,Oneida,3800,3580000
5793,2011,5,Central New York,Onondaga,6200,6130000
5794,2011,5,Finger Lakes,Ontario,1600,1480000
5795,2011,5,Hudson Valley,Orange,4500,4950000
5796,2011,5,Finger Lakes,Orleans,700,650000
5797,2011,5,Central New York,Oswego,2700,2600000
5798,2011,5,Mohawk Valley,Otsego,900,800000
5799,2011,5,Out-of-State Resident,Out-of-State,24500,31710000
5800,2011,5,Hudson Valley,Putnam,1200,1490000
5801,2011,5,New York City,Queens,27600,30220000
5802,2011,5,Capital,Rensselaer,2300,2290000
5803,2011,5,New York City,Richmond,5900,6450000
5804,2011,5,Hudson Valley,Rockland,2700,3050000
5805,2011,5,Capital,Saratoga,2700,2740000
5806,2011,5,Capital,Schenectady,2200,2210000
5807,2011,5,Mohawk Valley,Schoharie,600,540000
5808,2011,5,Southern Tier,Schuyler,400,320000
5809,2011,5,Finger Lakes,Seneca,500,450000
5810,2011,5,Southern Tier,Steuben,1700,1500000
5811,2011,5,North Country,St. Lawrence,2000,1990000
5812,2011,5,Long Island,Suffolk,20000,22560000
5813,2011,5,Hudson Valley,Sullivan,1200,1210000
5814,2011,5,Southern Tier,Tioga,900,800000
5815,2011,5,Southern Tier,Tompkins,800,860000
5816,2011,5,Hudson Valley,Ulster,2800,2880000
5817,2011,5,Unknown Geography,Unknown,500,650000
5818,2011,5,Capital,Warren,1400,1160000
5819,2011,5,Capital,Washington,1000,890000
5820,2011,5,Finger Lakes,Wayne,1900,1690000
5821,2011,5,Hudson Valley,Westchester,9800,11320000
5822,2011,5,Finger Lakes,Wyoming,900,620000
5823,2011,5,Finger Lakes,Yates,400,380000
5824,2011,4,Capital,Albany,4000,3470000
5825,2011,4,Western New York,Allegany,900,770000
5826,2011,4,New York City,Bronx,22300,18700000
5827,2011,4,Southern Tier,Broome,3700,3070000
5828,2011,4,Western New York,Cattaraugus,1900,1540000
5829,2011,4,Central New York,Cayuga,1600,1330000
5830,2011,4,Western New York,Chautauqua,2300,1690000
5831,2011,4,Southern Tier,Chemung,1200,920000
5832,2011,4,Southern Tier,Chenango,1000,910000
5833,2011,4,North Country,Clinton,1900,1600000
5834,2011,4,Capital,Columbia,1000,840000
5835,2011,4,Central New York,Cortland,900,860000
5836,2011,4,Southern Tier,Delaware,800,670000
5837,2011,4,Hudson Valley,Dutchess,4000,3890000
5838,2011,4,Western New York,Erie,16600,13340000
5839,2011,4,North Country,Essex,900,750000
5840,2011,4,North Country,Franklin,1100,940000
5841,2011,4,Mohawk Valley,Fulton,1200,1110000
5842,2011,4,Finger Lakes,Genesee,1300,1060000
5843,2011,4,Capital,Greene,1100,900000
5844,2011,4,North Country,Hamilton,200,160000
5845,2011,4,Mohawk Valley,Herkimer,1500,1380000
5846,2011,4,North Country,Jefferson,2600,2360000
5847,2011,4,New York City,Kings,36900,32420000
5848,2011,4,North Country,Lewis,800,730000
5849,2011,4,Finger Lakes,Livingston,1200,1020000
5850,2011,4,Central New York,Madison,1300,1170000
5851,2011,4,Finger Lakes,Monroe,11100,9440000
5852,2011,4,Mohawk Valley,Montgomery,1500,1260000
5853,2011,4,Long Island,Nassau,17100,16270000
5854,2011,4,New York City,New York,21200,20230000
5855,2011,4,Western New York,Niagara,4900,3690000
5856,2011,4,Mohawk Valley,Oneida,4200,3660000
5857,2011,4,Central New York,Onondaga,7200,6120000
5858,2011,4,Finger Lakes,Ontario,1900,1600000
5859,2011,4,Hudson Valley,Orange,5300,4820000
5860,2011,4,Finger Lakes,Orleans,900,670000
5861,2011,4,Central New York,Oswego,3100,2590000
5862,2011,4,Mohawk Valley,Otsego,1100,910000
5863,2011,4,Out-of-State Resident,Out-of-State,25500,29040000
5864,2011,4,Hudson Valley,Putnam,1400,1430000
5865,2011,4,New York City,Queens,29400,27230000
5866,2011,4,Capital,Rensselaer,2600,2280000
5867,2011,4,New York City,Richmond,6700,5980000
5868,2011,4,Hudson Valley,Rockland,3200,2880000
5869,2011,4,Capital,Saratoga,3200,2870000
5870,2011,4,Capital,Schenectady,2600,2210000
5871,2011,4,Mohawk Valley,Schoharie,700,610000
5872,2011,4,Southern Tier,Schuyler,500,380000
5873,2011,4,Finger Lakes,Seneca,600,490000
5874,2011,4,Southern Tier,Steuben,2000,1630000
5875,2011,4,North Country,St. Lawrence,2400,2060000
5876,2011,4,Long Island,Suffolk,24300,22370000
5877,2011,4,Hudson Valley,Sullivan,1500,1300000
5878,2011,4,Southern Tier,Tioga,1000,810000
5879,2011,4,Southern Tier,Tompkins,900,850000
5880,2011,4,Hudson Valley,Ulster,3100,2770000
5881,2011,4,Unknown Geography,Unknown,500,570000
5882,2011,4,Capital,Warren,1800,1430000
5883,2011,4,Capital,Washington,1200,1000000
5884,2011,4,Finger Lakes,Wayne,2200,1820000
5885,2011,4,Hudson Valley,Westchester,11200,10810000
5886,2011,4,Finger Lakes,Wyoming,1000,830000
5887,2011,4,Finger Lakes,Yates,500,400000
5888,2011,3,Capital,Albany,4100,4200000
5889,2011,3,Western New York,Allegany,1000,990000
5890,2011,3,New York City,Bronx,22000,21400000
5891,2011,3,Southern Tier,Broome,3800,3690000
5892,2011,3,Western New York,Cattaraugus,2000,1920000
5893,2011,3,Central New York,Cayuga,1700,1700000
5894,2011,3,Western New York,Chautauqua,2400,2040000
5895,2011,3,Southern Tier,Chemung,1200,1130000
5896,2011,3,Southern Tier,Chenango,1100,1160000
5897,2011,3,North Country,Clinton,2000,1890000
5898,2011,3,Capital,Columbia,1000,1060000
5899,2011,3,Central New York,Cortland,1100,1190000
5900,2011,3,Southern Tier,Delaware,800,860000
5901,2011,3,Hudson Valley,Dutchess,4200,4720000
5902,2011,3,Western New York,Erie,17400,16350000
5903,2011,3,North Country,Essex,900,870000
5904,2011,3,North Country,Franklin,1000,1050000
5905,2011,3,Mohawk Valley,Fulton,1300,1340000
5906,2011,3,Finger Lakes,Genesee,1500,1400000
5907,2011,3,Capital,Greene,1100,1110000
5908,2011,3,North Country,Hamilton,200,160000
5909,2011,3,Mohawk Valley,Herkimer,1700,1730000
5910,2011,3,North Country,Jefferson,2800,2910000
5911,2011,3,New York City,Kings,35600,36610000
5912,2011,3,North Country,Lewis,900,940000
5913,2011,3,Finger Lakes,Livingston,1400,1410000
5914,2011,3,Central New York,Madison,1500,1550000
5915,2011,3,Finger Lakes,Monroe,11400,11160000
5916,2011,3,Mohawk Valley,Montgomery,1700,1650000
5917,2011,3,Long Island,Nassau,18400,20080000
5918,2011,3,New York City,New York,21800,23840000
5919,2011,3,Western New York,Niagara,5000,4570000
5920,2011,3,Mohawk Valley,Oneida,4600,4340000
5921,2011,3,Central New York,Onondaga,7400,7450000
5922,2011,3,Finger Lakes,Ontario,2200,2070000
5923,2011,3,Hudson Valley,Orange,5400,5770000
5924,2011,3,Finger Lakes,Orleans,900,870000
5925,2011,3,Central New York,Oswego,3400,3350000
5926,2011,3,Mohawk Valley,Otsego,1200,1160000
5927,2011,3,Out-of-State Resident,Out-of-State,26900,34230000
5928,2011,3,Hudson Valley,Putnam,1400,1610000
5929,2011,3,New York City,Queens,29700,31690000
5930,2011,3,Capital,Rensselaer,2900,2980000
5931,2011,3,New York City,Richmond,6200,6690000
5932,2011,3,Hudson Valley,Rockland,3300,3660000
5933,2011,3,Capital,Saratoga,3500,3720000
5934,2011,3,Capital,Schenectady,2600,2640000
5935,2011,3,Mohawk Valley,Schoharie,800,830000
5936,2011,3,Southern Tier,Schuyler,500,470000
5937,2011,3,Finger Lakes,Seneca,600,620000
5938,2011,3,Southern Tier,Steuben,2100,1990000
5939,2011,3,North Country,St. Lawrence,2600,2450000
5940,2011,3,Long Island,Suffolk,26400,28670000
5941,2011,3,Hudson Valley,Sullivan,1500,1590000
5942,2011,3,Southern Tier,Tioga,1100,1000000
5943,2011,3,Southern Tier,Tompkins,1000,1060000
5944,2011,3,Hudson Valley,Ulster,3200,3250000
5945,2011,3,Unknown Geography,Unknown,500,600000
5946,2011,3,Capital,Warren,1900,1850000
5947,2011,3,Capital,Washington,1300,1310000
5948,2011,3,Finger Lakes,Wayne,2200,2200000
5949,2011,3,Hudson Valley,Westchester,12100,13550000
5950,2011,3,Finger Lakes,Wyoming,1200,1120000
5951,2011,3,Finger Lakes,Yates,600,510000
5952,2011,2,Capital,Albany,4000,3840000
5953,2011,2,Western New York,Allegany,1000,960000
5954,2011,2,New York City,Bronx,22200,20340000
5955,2011,2,Southern Tier,Broome,3700,3420000
5956,2011,2,Western New York,Cattaraugus,1800,1790000
5957,2011,2,Central New York,Cayuga,1800,1640000
5958,2011,2,Western New York,Chautauqua,2400,2050000
5959,2011,2,Southern Tier,Chemung,1200,1060000
5960,2011,2,Southern Tier,Chenango,1100,1140000
5961,2011,2,North Country,Clinton,2000,1760000
5962,2011,2,Capital,Columbia,1000,990000
5963,2011,2,Central New York,Cortland,1100,1150000
5964,2011,2,Southern Tier,Delaware,800,830000
5965,2011,2,Hudson Valley,Dutchess,4200,4410000
5966,2011,2,Western New York,Erie,17300,15350000
5967,2011,2,North Country,Essex,900,800000
5968,2011,2,North Country,Franklin,1000,970000
5969,2011,2,Mohawk Valley,Fulton,1400,1300000
5970,2011,2,Finger Lakes,Genesee,1500,1380000
5971,2011,2,Capital,Greene,1100,1010000
5972,2011,2,North Country,Hamilton,200,150000
5973,2011,2,Mohawk Valley,Herkimer,1600,1610000
5974,2011,2,North Country,Jefferson,2700,2670000
5975,2011,2,New York City,Kings,35800,34340000
5976,2011,2,North Country,Lewis,800,860000
5977,2011,2,Finger Lakes,Livingston,1400,1370000
5978,2011,2,Central New York,Madison,1400,1440000
5979,2011,2,Finger Lakes,Monroe,11400,10320000
5980,2011,2,Mohawk Valley,Montgomery,1800,1610000
5981,2011,2,Long Island,Nassau,18600,19200000
5982,2011,2,New York City,New York,22200,22330000
5983,2011,2,Western New York,Niagara,5100,4310000
5984,2011,2,Mohawk Valley,Oneida,4500,4020000
5985,2011,2,Central New York,Onondaga,7500,7010000
5986,2011,2,Finger Lakes,Ontario,2100,1970000
5987,2011,2,Hudson Valley,Orange,5500,5550000
5988,2011,2,Finger Lakes,Orleans,900,830000
5989,2011,2,Central New York,Oswego,3500,3360000
5990,2011,2,Mohawk Valley,Otsego,1300,1180000
5991,2011,2,Out-of-State Resident,Out-of-State,27100,31520000
5992,2011,2,Hudson Valley,Putnam,1400,1540000
5993,2011,2,New York City,Queens,29900,30040000
5994,2011,2,Capital,Rensselaer,2900,2830000
5995,2011,2,New York City,Richmond,6300,6470000
5996,2011,2,Hudson Valley,Rockland,3600,3540000
5997,2011,2,Capital,Saratoga,3500,3440000
5998,2011,2,Capital,Schenectady,2600,2490000
5999,2011,2,Mohawk Valley,Schoharie,900,820000
6000,2011,2,Southern Tier,Schuyler,500,440000
6001,2011,2,Finger Lakes,Seneca,600,610000
6002,2011,2,Southern Tier,Steuben,2100,1890000
6003,2011,2,North Country,St. Lawrence,2400,2220000
6004,2011,2,Long Island,Suffolk,27100,28080000
6005,2011,2,Hudson Valley,Sullivan,1500,1490000
6006,2011,2,Southern Tier,Tioga,1000,940000
6007,2011,2,Southern Tier,Tompkins,1000,980000
6008,2011,2,Hudson Valley,Ulster,3300,3180000
6009,2011,2,Unknown Geography,Unknown,500,530000
6010,2011,2,Capital,Warren,1900,1690000
6011,2011,2,Capital,Washington,1300,1220000
6012,2011,2,Finger Lakes,Wayne,2200,2060000
6013,2011,2,Hudson Valley,Westchester,12100,12910000
6014,2011,2,Finger Lakes,Wyoming,1200,1150000
6015,2011,2,Finger Lakes,Yates,600,470000
6016,2011,1,Capital,Albany,4400,4390000
6017,2011,1,Western New York,Allegany,1100,1050000
6018,2011,1,New York City,Bronx,25500,24310000
6019,2011,1,Southern Tier,Broome,4500,4130000
6020,2011,1,Western New York,Cattaraugus,2100,2110000
6021,2011,1,Central New York,Cayuga,1900,1810000
6022,2011,1,Western New York,Chautauqua,2700,2310000
6023,2011,1,Southern Tier,Chemung,1300,1170000
6024,2011,1,Southern Tier,Chenango,1200,1260000
6025,2011,1,North Country,Clinton,2100,1990000
6026,2011,1,Capital,Columbia,1000,1020000
6027,2011,1,Central New York,Cortland,1200,1300000
6028,2011,1,Southern Tier,Delaware,900,900000
6029,2011,1,Hudson Valley,Dutchess,4500,4830000
6030,2011,1,Western New York,Erie,19000,17300000
6031,2011,1,North Country,Essex,800,810000
6032,2011,1,North Country,Franklin,1100,1080000
6033,2011,1,Mohawk Valley,Fulton,1400,1460000
6034,2011,1,Finger Lakes,Genesee,1600,1520000
6035,2011,1,Capital,Greene,1100,1090000
6036,2011,1,North Country,Hamilton,200,170000
6037,2011,1,Mohawk Valley,Herkimer,1700,1690000
6038,2011,1,North Country,Jefferson,2800,2910000
6039,2011,1,New York City,Kings,41300,40440000
6040,2011,1,North Country,Lewis,800,920000
6041,2011,1,Finger Lakes,Livingston,1500,1600000
6042,2011,1,Central New York,Madison,1600,1620000
6043,2011,1,Finger Lakes,Monroe,12400,11750000
6044,2011,1,Mohawk Valley,Montgomery,1700,1760000
6045,2011,1,Long Island,Nassau,20400,21600000
6046,2011,1,New York City,New York,24300,25850000
6047,2011,1,Western New York,Niagara,5800,5040000
6048,2011,1,Mohawk Valley,Oneida,4700,4430000
6049,2011,1,Central New York,Onondaga,8000,7740000
6050,2011,1,Finger Lakes,Ontario,2200,2160000
6051,2011,1,Hudson Valley,Orange,6000,6130000
6052,2011,1,Finger Lakes,Orleans,1100,1000000
6053,2011,1,Central New York,Oswego,3700,3830000
6054,2011,1,Mohawk Valley,Otsego,1300,1310000
6055,2011,1,Out-of-State Resident,Out-of-State,28500,35150000
6056,2011,1,Hudson Valley,Putnam,1500,1670000
6057,2011,1,New York City,Queens,33400,34520000
6058,2011,1,Capital,Rensselaer,3200,3130000
6059,2011,1,New York City,Richmond,7900,7800000
6060,2011,1,Hudson Valley,Rockland,3900,4050000
6061,2011,1,Capital,Saratoga,3700,3800000
6062,2011,1,Capital,Schenectady,2800,2720000
6063,2011,1,Mohawk Valley,Schoharie,900,860000
6064,2011,1,Southern Tier,Schuyler,600,510000
6065,2011,1,Finger Lakes,Seneca,700,700000
6066,2011,1,Southern Tier,Steuben,2300,2150000
6067,2011,1,North Country,St. Lawrence,2600,2480000
6068,2011,1,Long Island,Suffolk,29500,31220000
6069,2011,1,Hudson Valley,Sullivan,1600,1630000
6070,2011,1,Southern Tier,Tioga,1200,1090000
6071,2011,1,Southern Tier,Tompkins,1100,1090000
6072,2011,1,Hudson Valley,Ulster,3600,3540000
6073,2011,1,Unknown Geography,Unknown,500,580000
6074,2011,1,Capital,Warren,2000,1870000
6075,2011,1,Capital,Washington,1400,1350000
6076,2011,1,Finger Lakes,Wayne,2300,2240000
6077,2011,1,Hudson Valley,Westchester,13400,14620000
6078,2011,1,Finger Lakes,Wyoming,1300,1290000
6079,2011,1,Finger Lakes,Yates,600,500000
6080,2010,12,Capital,Albany,3800,3410000
6081,2010,12,Western New York,Allegany,900,790000
6082,2010,12,New York City,Bronx,21600,20150000
6083,2010,12,Southern Tier,Broome,4000,3160000
6084,2010,12,Western New York,Cattaraugus,1900,1640000
6085,2010,12,Central New York,Cayuga,1500,1350000
6086,2010,12,Western New York,Chautauqua,2400,1830000
6087,2010,12,Southern Tier,Chemung,1200,910000
6088,2010,12,Southern Tier,Chenango,1000,910000
6089,2010,12,North Country,Clinton,1800,1450000
6090,2010,12,Capital,Columbia,800,700000
6091,2010,12,Central New York,Cortland,1000,1000000
6092,2010,12,Southern Tier,Delaware,700,620000
6093,2010,12,Hudson Valley,Dutchess,3700,3680000
6094,2010,12,Western New York,Erie,16300,13680000
6095,2010,12,North Country,Essex,700,610000
6096,2010,12,North Country,Franklin,900,790000
6097,2010,12,Mohawk Valley,Fulton,1300,1080000
6098,2010,12,Finger Lakes,Genesee,1400,1150000
6099,2010,12,Capital,Greene,900,810000
6100,2010,12,North Country,Hamilton,200,140000
6101,2010,12,Mohawk Valley,Herkimer,1400,1220000
6102,2010,12,North Country,Jefferson,2400,2210000
6103,2010,12,New York City,Kings,34700,34040000
6104,2010,12,North Country,Lewis,700,650000
6105,2010,12,Finger Lakes,Livingston,1300,1140000
6106,2010,12,Central New York,Madison,1300,1200000
6107,2010,12,Finger Lakes,Monroe,11100,9950000
6108,2010,12,Mohawk Valley,Montgomery,1400,1210000
6109,2010,12,Long Island,Nassau,16800,17380000
6110,2010,12,New York City,New York,21700,22570000
6111,2010,12,Western New York,Niagara,4800,3930000
6112,2010,12,Mohawk Valley,Oneida,4000,3440000
6113,2010,12,Central New York,Onondaga,7000,6420000
6114,2010,12,Finger Lakes,Ontario,2000,1620000
6115,2010,12,Hudson Valley,Orange,5000,4830000
6116,2010,12,Finger Lakes,Orleans,900,750000
6117,2010,12,Central New York,Oswego,3200,3010000
6118,2010,12,Mohawk Valley,Otsego,1100,920000
6119,2010,12,Out-of-State Resident,Out-of-State,25600,30320000
6120,2010,12,Hudson Valley,Putnam,1200,1300000
6121,2010,12,New York City,Queens,28000,28580000
6122,2010,12,Capital,Rensselaer,2500,2370000
6123,2010,12,New York City,Richmond,6100,6220000
6124,2010,12,Hudson Valley,Rockland,3200,3260000
6125,2010,12,Capital,Saratoga,3100,2960000
6126,2010,12,Capital,Schenectady,2400,2200000
6127,2010,12,Mohawk Valley,Schoharie,700,600000
6128,2010,12,Southern Tier,Schuyler,500,380000
6129,2010,12,Finger Lakes,Seneca,600,520000
6130,2010,12,Southern Tier,Steuben,1800,1590000
6131,2010,12,North Country,St. Lawrence,2300,1860000
6132,2010,12,Long Island,Suffolk,23000,23190000
6133,2010,12,Hudson Valley,Sullivan,1400,1250000
6134,2010,12,Southern Tier,Tioga,1000,770000
6135,2010,12,Southern Tier,Tompkins,900,850000
6136,2010,12,Hudson Valley,Ulster,2900,2650000
6137,2010,12,Unknown Geography,Unknown,500,490000
6138,2010,12,Capital,Warren,1800,1480000
6139,2010,12,Capital,Washington,1100,940000
6140,2010,12,Finger Lakes,Wayne,2000,1720000
6141,2010,12,Hudson Valley,Westchester,11100,11650000
6142,2010,12,Finger Lakes,Wyoming,1100,950000
6143,2010,12,Finger Lakes,Yates,500,400000
6144,2010,11,Capital,Albany,3500,3520000
6145,2010,11,Western New York,Allegany,800,690000
6146,2010,11,New York City,Bronx,21800,23080000
6147,2010,11,Southern Tier,Broome,3100,2920000
6148,2010,11,Western New York,Cattaraugus,1600,1450000
6149,2010,11,Central New York,Cayuga,1400,1290000
6150,2010,11,Western New York,Chautauqua,2000,1660000
6151,2010,11,Southern Tier,Chemung,1000,910000
6152,2010,11,Southern Tier,Chenango,900,870000
6153,2010,11,North Country,Clinton,1600,1450000
6154,2010,11,Capital,Columbia,700,620000
6155,2010,11,Central New York,Cortland,800,780000
6156,2010,11,Southern Tier,Delaware,600,580000
6157,2010,11,Hudson Valley,Dutchess,3400,3800000
6158,2010,11,Western New York,Erie,14400,12910000
6159,2010,11,North Country,Essex,700,560000
6160,2010,11,North Country,Franklin,800,790000
6161,2010,11,Mohawk Valley,Fulton,1200,1040000
6162,2010,11,Finger Lakes,Genesee,1200,1010000
6163,2010,11,Capital,Greene,800,720000
6164,2010,11,North Country,Hamilton,200,130000
6165,2010,11,Mohawk Valley,Herkimer,1200,990000
6166,2010,11,North Country,Jefferson,2200,2110000
6167,2010,11,New York City,Kings,35500,39250000
6168,2010,11,North Country,Lewis,600,560000
6169,2010,11,Finger Lakes,Livingston,1100,990000
6170,2010,11,Central New York,Madison,1100,1040000
6171,2010,11,Finger Lakes,Monroe,10200,10110000
6172,2010,11,Mohawk Valley,Montgomery,1300,1130000
6173,2010,11,Long Island,Nassau,16000,18780000
6174,2010,11,New York City,New York,22200,25730000
6175,2010,11,Western New York,Niagara,4000,3540000
6176,2010,11,Mohawk Valley,Oneida,3500,3190000
6177,2010,11,Central New York,Onondaga,6500,6570000
6178,2010,11,Finger Lakes,Ontario,1500,1360000
6179,2010,11,Hudson Valley,Orange,4500,5020000
6180,2010,11,Finger Lakes,Orleans,800,660000
6181,2010,11,Central New York,Oswego,2800,2710000
6182,2010,11,Mohawk Valley,Otsego,900,820000
